rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
2913	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	1885	44	0	0	1	0	0	0	1	1	1	3.367856e-01	NaN	NaN	3.367856e-01	1
2914	KRT78	keratin 78	1597	35	0	0	1	0	0	0	1	1	1	3.367875e-01	NaN	NaN	3.367875e-01	1
2915	SPATA20	spermatogenesis associated 20	2475	8	0	0	2	0	0	0	2	2	2	2.842230e-01	1	2.440000e-01	3.368687e-01	1
2916	AFM	afamin	1858	5	0	1	1	0	0	0	1	1	1	3.369706e-01	NaN	NaN	3.369706e-01	1
2917	TBX4	T-box 4	1668	26	0	0	1	0	0	0	1	1	1	3.369722e-01	NaN	NaN	3.369722e-01	1
2918	SPDYC	speedy homolog C (Drosophila)	905	54	0	0	1	0	0	0	1	1	1	3.370401e-01	NaN	NaN	3.370401e-01	1
2919	CRMP1	collapsin response mediator protein 1	2156	11	0	0	2	0	0	0	2	2	2	1.030009e-01	1	5.500000e-01	3.371238e-01	1
2920	ISY1	ISY1 splicing factor homolog (S. cerevisiae)	898	71	0	0	1	0	0	0	1	1	1	3.372997e-01	NaN	NaN	3.372997e-01	1
2921	F13B	coagulation factor XIII, B polypeptide	2032	122	0	0	1	0	0	0	1	1	1	3.373559e-01	NaN	NaN	3.373559e-01	1
2922	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	2020	123	0	0	1	0	0	0	1	1	1	3.374441e-01	NaN	NaN	3.374441e-01	1
2923	SSBP2	single-stranded DNA binding protein 2	1150	37	0	0	0	0	0	1	1	1	1	3.376432e-01	NaN	NaN	3.376432e-01	1
2924	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	1838	60	0	0	2	0	0	0	2	2	2	1.032576e-01	1	5.790000e-01	3.377070e-01	1
2925	PAX8	paired box 8	1272	31	0	0	1	0	0	0	1	1	1	3.380304e-01	NaN	NaN	3.380304e-01	1
2926	ACCN1	amiloride-sensitive cation channel 1, neuronal (degenerin)	2285	6	0	0	1	0	0	0	1	1	1	3.381058e-01	NaN	NaN	3.381058e-01	1
2927	ENOX1	ecto-NOX disulfide-thiol exchanger 1	1988	9	0	0	2	0	0	0	2	1	2	3.381829e-01	NaN	NaN	3.381829e-01	1
2928	CHIA	chitinase, acidic	1477	19	0	0	1	0	0	0	1	1	1	3.382834e-01	NaN	NaN	3.382834e-01	1
2929	SLC16A12	solute carrier family 16, member 12 (monocarboxylic acid transporter 12)	1575	210	0	0	0	0	0	1	1	1	1	3.387417e-01	NaN	NaN	3.387417e-01	1
2930	ELP4	elongation protein 4 homolog (S. cerevisiae)	1313	38	0	0	0	0	0	1	1	1	1	3.389340e-01	NaN	NaN	3.389340e-01	1
2931	USHBP1	Usher syndrome 1C binding protein 1	2160	6	0	1	1	0	1	0	2	2	2	1.039059e-01	1	9.970000e-01	3.391768e-01	1
2932	C3orf24	chromosome 3 open reading frame 24	1972	32	0	0	1	0	0	0	1	1	1	3.398641e-01	NaN	NaN	3.398641e-01	1
2933	APOA5	apolipoprotein A-V	1117	22	0	1	1	0	0	0	1	1	1	3.399626e-01	NaN	NaN	3.399626e-01	1
2934	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	2335	2	0	0	1	0	0	0	1	1	1	3.399906e-01	NaN	NaN	3.399906e-01	1
2935	DEPDC1B	DEP domain containing 1B	1632	185	0	0	1	0	0	0	1	1	1	3.400562e-01	NaN	NaN	3.400562e-01	1
2936	IGF2	insulin-like growth factor 2 (somatomedin A)	932	85	0	0	1	0	0	0	1	1	1	3.400860e-01	NaN	NaN	3.400860e-01	1
2937	JUB	jub, ajuba homolog (Xenopus laevis)	1645	129	0	0	1	0	0	0	1	1	1	3.402177e-01	NaN	NaN	3.402177e-01	1
2938	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	3974	33	0	1	1	0	0	0	1	1	1	3.402559e-01	NaN	NaN	3.402559e-01	1
2939	HOXA4	homeobox A4	969	51	0	0	1	0	0	0	1	1	1	3.404768e-01	NaN	NaN	3.404768e-01	1
2940	HSPH1	heat shock 105kDa/110kDa protein 1	2645	34	0	0	1	0	0	1	2	2	2	1.045738e-01	1	1.880000e-01	3.406870e-01	1
2941	PLD5	phospholipase D family, member 5	1371	28	0	0	1	0	0	0	1	1	1	3.407034e-01	NaN	NaN	3.407034e-01	1
2942	SBNO2	strawberry notch homolog 2 (Drosophila)	4333	26	0	0	1	0	0	0	1	1	1	3.407285e-01	NaN	NaN	3.407285e-01	1
2943	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	1041	114	0	0	1	0	0	0	1	1	1	3.409722e-01	NaN	NaN	3.409722e-01	1
2944	C16orf11	chromosome 16 open reading frame 11	1724	138	0	0	2	0	0	0	2	2	2	1.047416e-01	1	6.000000e-01	3.410658e-01	1
2945	RFXANK	regulatory factor X-associated ankyrin-containing protein	815	4	0	0	1	0	0	0	1	1	1	3.411271e-01	NaN	NaN	3.411271e-01	1
2946	GRIK1	glutamate receptor, ionotropic, kainate 1	2981	9	0	0	1	0	0	1	2	2	2	1.557416e-01	1	2.260000e-01	3.412293e-01	1
2947	C1orf51	chromosome 1 open reading frame 51	1174	13	0	0	1	0	0	0	1	1	1	3.412982e-01	NaN	NaN	3.412982e-01	1
2948	SLC22A2	solute carrier family 22 (organic cation transporter), member 2	1708	102	0	0	1	0	0	0	1	1	1	3.413760e-01	NaN	NaN	3.413760e-01	1
2949	FRAT1	frequently rearranged in advanced T-cell lymphomas	840	6	0	0	1	0	0	0	1	1	1	3.419678e-01	NaN	NaN	3.419678e-01	1
2950	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	2686	67	0	1	1	0	0	0	1	1	1	3.420355e-01	NaN	NaN	3.420355e-01	1
2951	BEND6	BEN domain containing 6	864	12	0	0	1	0	0	0	1	1	1	3.421807e-01	NaN	NaN	3.421807e-01	1
2952	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	2389	28	0	0	0	1	0	0	1	1	1	3.422346e-01	NaN	NaN	3.422346e-01	1
2953	SPDYE1	speedy homolog E1 (Xenopus laevis)	1035	13	0	0	1	0	0	0	1	1	1	3.424095e-01	NaN	NaN	3.424095e-01	1
2954	HELLS	helicase, lymphoid-specific	2601	19	0	0	1	0	0	0	1	1	1	3.426788e-01	NaN	NaN	3.426788e-01	1
2955	KLF15	Kruppel-like factor 15	1259	39	0	0	1	0	0	0	1	1	1	3.426960e-01	NaN	NaN	3.426960e-01	1
2956	PSORS1C1	psoriasis susceptibility 1 candidate 1	2590	50	0	0	1	0	0	0	1	1	1	3.427341e-01	NaN	NaN	3.427341e-01	1
2957	CAMK2D	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	1667	129	0	0	1	0	0	0	1	1	1	3.427344e-01	NaN	NaN	3.427344e-01	1
2958	EFHB	EF-hand domain family, member B	2550	12	0	0	1	0	0	0	1	1	1	3.430039e-01	NaN	NaN	3.430039e-01	1
2959	ZNF295	zinc finger protein 295	3205	12	0	0	1	0	0	0	1	1	1	3.430133e-01	NaN	NaN	3.430133e-01	1
2960	PLEKHA5	pleckstrin homology domain containing, family A member 5	3771	0	0	0	0	0	0	1	1	1	1	3.432437e-01	NaN	NaN	3.432437e-01	1
2961	NCAPD2	non-SMC condensin I complex, subunit D2	4721	8	0	0	1	0	0	0	1	1	1	3.435202e-01	NaN	NaN	3.435202e-01	1
2962	ZNF251	zinc finger protein 251	2032	4	0	0	1	0	0	0	1	1	1	3.436665e-01	NaN	NaN	3.436665e-01	1
2963	CSNK2A2	casein kinase 2, alpha prime polypeptide	1097	13	0	0	1	0	0	0	1	1	1	3.440457e-01	NaN	NaN	3.440457e-01	1
2964	INTS1	integrator complex subunit 1	6761	0	0	0	2	0	0	0	2	2	2	3.721800e-01	1	7.200000e-02	3.440575e-01	1
2965	OTX2	orthodenticle homeobox 2	902	19	0	0	1	0	0	0	1	1	1	3.441105e-01	NaN	NaN	3.441105e-01	1
2966	HRH3	histamine receptor H3	1346	88	0	0	1	0	0	0	1	1	1	3.442396e-01	NaN	NaN	3.442396e-01	1
2967	AFF1	AF4/FMR2 family, member 1	3756	34	0	0	1	0	0	0	1	1	1	3.442805e-01	NaN	NaN	3.442805e-01	1
2968	KRT76	keratin 76	1951	14	0	0	2	0	0	0	2	2	2	2.668832e-01	1	2.450000e-01	3.443899e-01	1
2969	NXPH2	neurexophilin 2	799	48	0	0	1	0	0	0	1	1	1	3.444475e-01	NaN	NaN	3.444475e-01	1
2970	EML1	echinoderm microtubule associated protein like 1	2595	3	0	0	2	0	0	0	2	2	2	4.409688e-01	1	2.300000e-02	3.445109e-01	1
2971	KCNV1	potassium channel, subfamily V, member 1	1511	5	0	0	1	0	0	0	1	1	1	3.448021e-01	NaN	NaN	3.448021e-01	1
2972	VAC14	Vac14 homolog (S. cerevisiae)	2421	11	0	0	1	0	0	0	1	1	1	3.449303e-01	NaN	NaN	3.449303e-01	1
2973	MAP2K4	mitogen-activated protein kinase kinase 4	1242	29	0	0	0	0	0	1	1	1	1	3.449377e-01	NaN	NaN	3.449377e-01	1
2974	ASNSD1	asparagine synthetase domain containing 1	1944	2	0	0	1	0	0	1	2	2	2	1.277799e-01	1	6.620000e-01	3.451717e-01	1
2975	ZNFX1	zinc finger, NFX1-type containing 1	5809	2	0	1	1	0	0	1	2	2	2	3.475807e-01	1	2.620000e-01	3.454825e-01	1
2976	XPO1	exportin 1 (CRM1 homolog, yeast)	3312	3	0	0	1	0	0	0	1	1	1	3.454901e-01	NaN	NaN	3.454901e-01	1
2977	ZNF146	zinc finger protein 146	879	5	0	0	1	0	0	0	1	1	1	3.456775e-01	NaN	NaN	3.456775e-01	1
2978	CSF3R	colony stimulating factor 3 receptor (granulocyte)	2761	4	0	1	0	0	0	2	2	1	2	3.458252e-01	NaN	NaN	3.458252e-01	1
2979	BEND7	BEN domain containing 7	1484	29	0	0	1	0	0	0	1	1	1	3.458924e-01	NaN	NaN	3.458924e-01	1
2980	RHOJ	ras homolog gene family, member J	661	3	0	1	0	0	0	1	1	1	1	3.460003e-01	NaN	NaN	3.460003e-01	1
2981	ZMYND12	zinc finger, MYND-type containing 12	1697	67	0	0	1	0	0	0	1	1	1	3.461605e-01	NaN	NaN	3.461605e-01	1
2982	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	2828	89	0	0	1	0	0	0	1	1	1	3.462106e-01	NaN	NaN	3.462106e-01	1
2983	MRPL43	mitochondrial ribosomal protein L43	4184	15	0	1	0	0	0	1	1	1	1	3.462568e-01	NaN	NaN	3.462568e-01	1
2984	FPGT	fucose-1-phosphate guanylyltransferase	1803	3	0	0	0	0	0	1	1	1	1	3.464537e-01	NaN	NaN	3.464537e-01	1
2985	PANX1	pannexin 1	1297	48	0	0	1	0	0	0	1	1	1	3.465363e-01	NaN	NaN	3.465363e-01	1
2986	TNK1	tyrosine kinase, non-receptor, 1	2034	80	0	0	1	0	0	0	1	1	1	3.465598e-01	NaN	NaN	3.465598e-01	1
2987	C19orf22	chromosome 19 open reading frame 22	837	39	0	0	1	0	0	0	1	1	1	3.466658e-01	NaN	NaN	3.466658e-01	1
2988	ANO4	anoctamin 4	2863	31	0	0	1	1	0	0	2	2	2	1.072527e-01	1	6.080000e-01	3.467016e-01	1
2989	CYFIP2	cytoplasmic FMR1 interacting protein 2	4026	29	0	0	1	0	0	0	1	1	1	3.467881e-01	NaN	NaN	3.467881e-01	1
2990	ACAD10	acyl-Coenzyme A dehydrogenase family, member 10	3465	40	0	0	1	0	0	0	1	1	1	3.470046e-01	NaN	NaN	3.470046e-01	1
2991	SPIRE1	spire homolog 1 (Drosophila)	2337	7	0	0	1	0	0	0	1	1	1	3.470876e-01	NaN	NaN	3.470876e-01	1
2992	RXRG	retinoid X receptor, gamma	1483	40	0	0	1	0	0	0	1	1	1	3.470943e-01	NaN	NaN	3.470943e-01	1
2993	STK39	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	1706	60	0	0	0	0	0	1	1	1	1	3.474906e-01	NaN	NaN	3.474906e-01	1
2994	CFD	complement factor D (adipsin)	780	7	0	0	1	0	0	0	1	1	1	3.479219e-01	NaN	NaN	3.479219e-01	1
2995	SEZ6L2	seizure related 6 homolog (mouse)-like 2	3477	18	0	0	0	0	0	1	1	1	1	3.480816e-01	NaN	NaN	3.480816e-01	1
2996	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	1913	1	0	0	1	0	0	0	1	1	1	3.481700e-01	NaN	NaN	3.481700e-01	1
2997	SIRPD	signal-regulatory protein delta	608	8	0	0	1	0	0	0	1	1	1	3.484620e-01	NaN	NaN	3.484620e-01	1
2998	APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1 (X11)	2562	1	0	0	2	0	1	0	3	3	3	1.080650e-01	1	9.550000e-01	3.485120e-01	1
2999	DNAJC21	DnaJ (Hsp40) homolog, subfamily C, member 21	1779	31	0	0	1	0	0	0	1	1	1	3.487115e-01	NaN	NaN	3.487115e-01	1
3000	ZNF493	zinc finger protein 493	2398	14	0	0	2	0	0	0	2	2	2	1.083262e-01	1	9.920000e-01	3.490929e-01	1
3001	UGT2B4	UDP glucuronosyltransferase 2 family, polypeptide B4	1609	16	0	0	1	0	0	0	1	1	1	3.491491e-01	NaN	NaN	3.491491e-01	1
3002	JSRP1	junctional sarcoplasmic reticulum protein 1	1022	5	0	0	1	0	0	0	1	1	1	3.493773e-01	NaN	NaN	3.493773e-01	1
3003	DUOXA2	dual oxidase maturation factor 2	1704	25	0	0	1	0	0	0	1	1	1	3.494254e-01	NaN	NaN	3.494254e-01	1
3004	REV1	REV1 homolog (S. cerevisiae)	3844	1	0	0	2	0	0	0	2	2	2	5.072809e-01	1	2.140000e-01	3.496081e-01	1
3005	SPEM1	spermatid maturation 1	949	24	0	1	1	0	0	0	1	1	1	3.497357e-01	NaN	NaN	3.497357e-01	1
3006	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1	2002	54	0	0	0	0	0	1	1	1	1	3.497858e-01	NaN	NaN	3.497858e-01	1
3007	TSKU	tsukushin	1066	71	0	0	1	0	0	0	1	1	1	3.499049e-01	NaN	NaN	3.499049e-01	1
3008	AHCYL1	S-adenosylhomocysteine hydrolase-like 1	1657	42	0	0	1	0	0	0	1	1	1	3.501757e-01	NaN	NaN	3.501757e-01	1
3009	MTMR6	myotubularin related protein 6	1918	8	0	0	1	0	0	0	1	1	1	3.503082e-01	NaN	NaN	3.503082e-01	1
3010	FLG2	filaggrin family member 2	7184	0	0	1	2	0	0	1	3	3	3	3.335205e-01	1	3.070000e-01	3.507240e-01	1
3011	ANKRD50	ankyrin repeat domain 50	4302	38	0	1	1	0	0	0	1	1	1	3.508051e-01	NaN	NaN	3.508051e-01	1
3012	KCNK3	potassium channel, subfamily K, member 3	1189	55	0	0	1	0	0	0	1	1	1	3.509377e-01	NaN	NaN	3.509377e-01	1
3013	CKAP2	cytoskeleton associated protein 2	2084	15	0	0	1	0	0	0	1	1	1	3.510571e-01	NaN	NaN	3.510571e-01	1
3014	CCNT1	cyclin T1	2215	13	0	0	2	0	0	0	2	2	2	1.093729e-01	1	8.340000e-01	3.514142e-01	1
3015	EIF2C2	eukaryotic translation initiation factor 2C, 2	2654	61	0	0	1	0	0	0	1	1	1	3.514174e-01	NaN	NaN	3.514174e-01	1
3016	CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	3613	20	0	0	2	0	0	0	2	2	2	1.094245e-01	1	5.660000e-01	3.515284e-01	1
3017	CD19	CD19 molecule	1732	12	0	0	1	0	0	0	1	1	1	3.515730e-01	NaN	NaN	3.515730e-01	1
3018	AK1	adenylate kinase 1	609	1	0	0	1	0	0	0	1	1	1	3.517384e-01	NaN	NaN	3.517384e-01	1
3019	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	589	5	0	0	1	0	0	0	1	1	1	3.518579e-01	NaN	NaN	3.518579e-01	1
3020	STEAP3	STEAP family member 3	1513	3	0	0	1	0	0	0	1	1	1	3.518964e-01	NaN	NaN	3.518964e-01	1
3021	MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	1667	67	0	0	1	0	0	0	1	1	1	3.519100e-01	NaN	NaN	3.519100e-01	1
3022	NEK8	NIMA (never in mitosis gene a)- related kinase 8	2223	10	0	0	1	0	0	0	1	1	1	3.519328e-01	NaN	NaN	3.519328e-01	1
3023	CPA6	carboxypeptidase A6	1354	18	0	0	0	1	0	0	1	1	1	3.521306e-01	NaN	NaN	3.521306e-01	1
3024	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	1807	48	0	0	1	0	0	0	1	1	1	3.522278e-01	NaN	NaN	3.522278e-01	1
3025	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	244	0	0	0	1	0	0	0	1	1	1	3.522791e-01	NaN	NaN	3.522791e-01	1
3026	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	8517	1	0	0	1	0	1	0	2	2	2	1.098050e-01	1	8.700000e-02	3.523696e-01	1
3027	SLC6A17	solute carrier family 6, member 17	2228	10	0	0	1	0	0	0	1	1	1	3.523961e-01	NaN	NaN	3.523961e-01	1
3028	VWF	von Willebrand factor	8644	7	0	1	1	1	0	0	2	2	2	1.098401e-01	1	9.470000e-01	3.524472e-01	1
3029	ACPT	acid phosphatase, testicular	1323	134	0	0	1	0	0	0	1	1	1	3.524897e-01	NaN	NaN	3.524897e-01	1
3030	KRT24	keratin 24	1608	66	0	1	1	0	0	0	1	1	1	3.527766e-01	NaN	NaN	3.527766e-01	1
3031	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1	1659	50	0	0	1	0	0	0	1	1	1	3.528438e-01	NaN	NaN	3.528438e-01	1
3032	CCNI2	cyclin I family, member 2	1134	83	0	0	1	0	0	0	1	1	1	3.528627e-01	NaN	NaN	3.528627e-01	1
3033	DHDH	dihydrodiol dehydrogenase (dimeric)	1033	127	0	0	1	0	0	0	1	1	1	3.530786e-01	NaN	NaN	3.530786e-01	1
3034	AMAC1L3	acyl-malonyl condensing enzyme 1-like 3	1023	54	0	0	2	0	0	0	2	2	2	1.103559e-01	1	7.060000e-01	3.535852e-01	1
3035	RASGRP4	RAS guanyl releasing protein 4	2086	15	0	1	0	0	0	1	1	1	1	3.536861e-01	NaN	NaN	3.536861e-01	1
3036	MGAM	maltase-glucoamylase (alpha-glucosidase)	5762	3	0	0	1	0	0	0	1	1	1	3.537052e-01	NaN	NaN	3.537052e-01	1
3037	GSG1L	GSG1-like	1022	5	0	0	1	0	0	0	1	1	1	3.537955e-01	NaN	NaN	3.537955e-01	1
3038	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	2009	45	0	0	0	0	0	1	1	1	1	3.540031e-01	NaN	NaN	3.540031e-01	1
3039	SPRR3	small proline-rich protein 3	514	18	0	0	1	0	0	0	1	1	1	3.540081e-01	NaN	NaN	3.540081e-01	1
3040	FAM81B	family with sequence similarity 81, member B	1397	1	0	0	1	0	0	0	1	1	1	3.540178e-01	NaN	NaN	3.540178e-01	1
3041	CDCP1	CUB domain containing protein 1	2549	115	0	1	1	0	0	0	1	1	1	3.542456e-01	NaN	NaN	3.542456e-01	1
3042	NCOA3	nuclear receptor coactivator 3	4389	14	0	1	1	0	0	0	1	1	1	3.542807e-01	NaN	NaN	3.542807e-01	1
3043	CPA4	carboxypeptidase A4	1308	30	0	0	1	0	0	0	1	1	1	3.545012e-01	NaN	NaN	3.545012e-01	1
3044	AQPEP		3049	19	0	1	1	0	0	0	1	1	1	3.545841e-01	NaN	NaN	3.545841e-01	1
3045	AGBL2	ATP/GTP binding protein-like 2	2782	12	0	0	0	0	0	1	1	1	1	3.546944e-01	NaN	NaN	3.546944e-01	1
3046	NANOS3	nanos homolog 3 (Drosophila)	583	13	0	1	1	0	0	0	1	1	1	3.548904e-01	NaN	NaN	3.548904e-01	1
3047	SUMF2	sulfatase modifying factor 2	1282	3	0	0	1	0	0	0	1	1	1	3.553473e-01	NaN	NaN	3.553473e-01	1
3048	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1	886	5	0	1	1	0	0	0	1	1	1	3.554057e-01	NaN	NaN	3.554057e-01	1
3049	C12orf10	chromosome 12 open reading frame 10	1417	26	0	0	1	0	0	0	1	1	1	3.556701e-01	NaN	NaN	3.556701e-01	1
3050	NFAM1	NFAT activating protein with ITAM motif 1	835	140	0	0	1	0	0	0	1	1	1	3.557183e-01	NaN	NaN	3.557183e-01	1
3051	POTEG	POTE ankyrin domain family, member G	1568	4	0	1	0	1	0	0	1	1	1	3.558599e-01	NaN	NaN	3.558599e-01	1
3052	DDX43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	2011	18	0	0	0	0	0	1	1	1	1	3.559334e-01	NaN	NaN	3.559334e-01	1
3053	RPS7	ribosomal protein S7	611	13	0	0	1	0	0	0	1	1	1	3.559739e-01	NaN	NaN	3.559739e-01	1
3054	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	1576	4	0	0	1	0	0	0	1	1	1	3.560022e-01	NaN	NaN	3.560022e-01	1
3055	FAM134C	family with sequence similarity 134, member C	1780	11	0	0	1	0	0	0	1	1	1	3.563032e-01	NaN	NaN	3.563032e-01	1
3056	ZBTB37	zinc finger and BTB domain containing 37	1590	137	0	0	1	0	0	0	1	1	1	3.566923e-01	NaN	NaN	3.566923e-01	1
3057	FOXC1	forkhead box C1	1662	165	0	0	1	0	0	0	1	1	1	3.569164e-01	NaN	NaN	3.569164e-01	1
3058	NUFIP1	nuclear fragile X mental retardation protein interacting protein 1	1581	6	0	0	1	0	0	0	1	1	1	3.569665e-01	NaN	NaN	3.569665e-01	1
3059	SIGLEC5	sialic acid binding Ig-like lectin 5	1688	21	0	0	1	0	0	0	1	1	1	3.570800e-01	NaN	NaN	3.570800e-01	1
3060	KIAA2026	KIAA2026	6340	6	0	1	1	0	0	0	1	1	1	3.571995e-01	NaN	NaN	3.571995e-01	1
3061	TMEM184B	transmembrane protein 184B	1256	29	0	0	1	0	0	0	1	1	1	3.572459e-01	NaN	NaN	3.572459e-01	1
3062	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	989	18	0	0	1	0	0	0	1	1	1	3.577190e-01	NaN	NaN	3.577190e-01	1
3063	LPAR2	lysophosphatidic acid receptor 2	1358	5	0	0	1	0	0	0	1	1	1	3.578101e-01	NaN	NaN	3.578101e-01	1
3064	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	2353	71	0	0	1	0	0	0	1	1	1	3.580129e-01	NaN	NaN	3.580129e-01	1
3065	SF3B2	splicing factor 3b, subunit 2, 145kDa	2774	4	0	0	1	0	0	0	1	1	1	3.583297e-01	NaN	NaN	3.583297e-01	1
3066	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	1921	4	0	0	1	0	0	0	1	1	1	3.584094e-01	NaN	NaN	3.584094e-01	1
3067	C22orf31	chromosome 22 open reading frame 31	883	20	0	1	1	0	0	0	1	1	1	3.587756e-01	NaN	NaN	3.587756e-01	1
3068	C2orf44	chromosome 2 open reading frame 44	2178	5	0	0	1	0	0	0	1	1	1	3.588277e-01	NaN	NaN	3.588277e-01	1
3069	FAM119B	family with sequence similarity 119, member B	1376	26	0	0	1	0	0	0	1	1	1	3.589504e-01	NaN	NaN	3.589504e-01	1
3070	CDK13	cyclin-dependent kinase 13	4591	11	0	0	0	0	0	1	1	1	1	3.589547e-01	NaN	NaN	3.589547e-01	1
3071	MAP3K7	mitogen-activated protein kinase kinase kinase 7	1885	19	0	0	1	0	0	1	2	2	2	1.128078e-01	1	9.070000e-01	3.589623e-01	1
3072	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	2674	15	0	0	2	0	0	0	2	2	2	1.128207e-01	1	6.210000e-01	3.589903e-01	1
3073	ARRDC1	arrestin domain containing 1	1332	5	0	0	1	0	0	0	1	1	1	3.590258e-01	NaN	NaN	3.590258e-01	1
3074	NME7	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	1194	70	0	0	1	0	0	0	1	1	1	3.590309e-01	NaN	NaN	3.590309e-01	1
3075	NHEDC2	Na+/H+ exchanger domain containing 2	1709	54	0	0	1	0	0	0	1	1	1	3.591416e-01	NaN	NaN	3.591416e-01	1
3076	BRMS1	breast cancer metastasis suppressor 1	1855	134	0	0	0	0	0	2	2	1	2	3.592965e-01	NaN	NaN	3.592965e-01	1
3077	VWDE	von Willebrand factor D and EGF domains	4885	0	0	2	2	0	0	0	2	2	2	9.999769e-01	1	1.130000e-01	3.593758e-01	1
3078	OTOP3	otopetrin 3	1885	38	0	0	1	0	0	1	2	2	2	1.130019e-01	1	7.800000e-01	3.593857e-01	1
3079	LARP1B	La ribonucleoprotein domain family, member 1B	2947	8	0	0	1	0	0	0	1	1	1	3.594311e-01	NaN	NaN	3.594311e-01	1
3080	SMAD5	SMAD family member 5	1415	8	0	0	0	0	0	1	1	1	1	3.596287e-01	NaN	NaN	3.596287e-01	1
3081	CPNE4	copine IV	1733	7	0	0	1	0	0	0	1	1	1	3.596380e-01	NaN	NaN	3.596380e-01	1
3082	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	526	0	0	1	0	1	0	0	1	1	1	3.596739e-01	NaN	NaN	3.596739e-01	1
3083	SCML4	sex comb on midleg-like 4 (Drosophila)	1273	8	0	0	1	0	0	0	1	1	1	3.598950e-01	NaN	NaN	3.598950e-01	1
3084	NELL2	NEL-like 2 (chicken)	2778	16	0	0	1	0	0	0	1	1	1	3.604158e-01	NaN	NaN	3.604158e-01	1
3085	ZNF772	zinc finger protein 772	1486	79	0	0	1	0	0	0	1	1	1	3.604294e-01	NaN	NaN	3.604294e-01	1
3086	DDAH2	dimethylarginine dimethylaminohydrolase 2	1228	46	0	0	1	0	0	0	1	1	1	3.606130e-01	NaN	NaN	3.606130e-01	1
3087	LRRC25	leucine rich repeat containing 25	922	6	0	0	1	0	0	0	1	1	1	3.607591e-01	NaN	NaN	3.607591e-01	1
3088	GATA2	GATA binding protein 2	1463	172	0	0	2	0	0	0	2	2	2	1.138011e-01	1	7.820000e-01	3.611253e-01	1
3089	DEPDC4	DEP domain containing 4	903	5	0	0	1	0	0	0	1	1	1	3.611361e-01	NaN	NaN	3.611361e-01	1
3090	CNNM1	cyclin M1	2896	13	0	1	1	0	0	0	1	1	1	3.611415e-01	NaN	NaN	3.611415e-01	1
3091	COL16A1	collagen, type XVI, alpha 1	5095	3	0	0	1	0	1	0	2	2	2	1.138641e-01	1	8.040000e-01	3.612622e-01	1
3092	ZNF513	zinc finger protein 513	2261	7	0	0	1	0	0	0	1	1	1	3.614058e-01	NaN	NaN	3.614058e-01	1
3093	C7orf27	chromosome 7 open reading frame 27	2518	140	0	1	1	0	0	0	1	1	1	3.615208e-01	NaN	NaN	3.615208e-01	1
3094	ANO3	anoctamin 3	4057	24	0	0	0	0	1	0	1	1	1	3.615432e-01	NaN	NaN	3.615432e-01	1
3095	KIF27	kinesin family member 27	4274	17	0	0	1	0	0	0	1	1	1	3.616818e-01	NaN	NaN	3.616818e-01	1
3096	PRICKLE2	prickle homolog 2 (Drosophila)	2563	20	0	0	1	1	0	0	2	2	2	1.140772e-01	1	1.460000e-01	3.617250e-01	1
3097	SH2D3A	SH2 domain containing 3A	1767	16	0	1	2	0	0	0	2	2	2	1.141314e-01	1	8.830000e-01	3.618427e-01	1
